tick,robot,x,y,heading,fwd_cmd,lat_cmd,yaw_cmd,dpos,d_collisions,dist_to_target
543,3,12.35,97.18,-1.352,1.0,0.0,0.041,0.113,2,
544,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
544,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
544,2,39.0,33.02,0.538,1.0,0.0,-0.041,0.114,1,
544,3,12.34,97.07,-1.346,1.0,0.0,0.041,0.113,1,
545,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
545,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
545,2,39.08,33.11,0.531,1.0,0.0,-0.042,0.115,1,
545,3,12.33,96.95,-1.339,1.0,0.0,0.041,0.113,1,
546,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
546,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
546,2,39.15,33.19,0.525,1.0,0.0,-0.042,0.115,1,
546,3,12.32,96.84,-1.333,1.0,0.0,0.041,0.114,1,
547,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
547,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
547,2,39.23,33.28,0.518,1.0,0.0,-0.042,0.115,1,
547,3,12.3,96.73,-1.326,1.0,0.0,0.042,0.114,2,
548,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
548,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
548,2,39.31,33.36,0.511,1.0,0.0,-0.042,0.115,1,
548,3,12.3,96.61,-1.319,1.0,0.0,0.042,0.114,1,
549,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
549,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
549,2,39.39,33.44,0.505,1.0,0.0,-0.042,0.115,1,
549,3,12.29,96.5,-1.313,1.0,0.0,0.042,0.114,1,
550,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
550,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
550,2,39.47,33.52,0.498,1.0,0.0,-0.042,0.115,1,
550,3,12.28,96.39,-1.306,1.0,0.0,0.042,0.114,1,
551,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
551,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
551,2,39.55,33.61,0.492,1.0,0.0,-0.042,0.115,1,
551,3,12.27,96.27,-1.3,1.0,0.0,0.042,0.114,1,
552,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
552,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
552,2,39.63,33.69,0.485,1.0,0.0,-0.042,0.115,1,
552,3,12.27,96.16,-1.293,1.0,0.0,0.042,0.114,1,
553,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
553,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
553,2,39.72,33.77,0.478,1.0,0.0,-0.042,0.115,8,
553,3,12.26,96.04,-1.286,1.0,0.0,0.042,0.114,2,
554,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
554,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
554,2,39.8,33.85,0.472,1.0,0.0,-0.043,0.115,8,
554,3,12.26,95.93,-1.28,1.0,0.0,0.042,0.114,1,
555,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
555,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
555,2,39.88,33.93,0.465,1.0,0.0,-0.043,0.115,1,
555,3,12.26,95.82,-1.273,1.0,0.0,0.043,0.114,1,
556,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
556,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
556,2,39.97,34.0,0.458,1.0,0.0,-0.043,0.116,8,
556,3,12.26,95.7,-1.266,1.0,0.0,0.043,0.114,1,
557,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
557,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
557,2,40.05,34.08,0.452,1.0,0.0,-0.043,0.116,8,
557,3,12.26,95.59,-1.26,1.0,0.0,0.043,0.115,1,
558,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
558,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
558,2,40.14,34.16,0.445,1.0,0.0,-0.043,0.116,1,
558,3,12.26,95.47,-1.253,1.0,0.0,0.043,0.115,2,
559,0,74.39,84.27,-1.763,0.0,0.0,0.0,0.0,0,
559,1,118.04,63.9,0.483,0.0,0.0,0.0,0.0,0,
559,2,40.23,34.23,0.438,1.0,0.0,-0.043,0.116,1,
559,3,12.26,95.36,-1.246,1.0,0.0,0.043,0.115,1,
560,0,74.39,84.27,-1.763,1.0,0.0,-0.001,0.0,1,12.5
560,1,118.15,63.96,0.501,0.498,0.0,1.0,0.12,0,31.7
560,2,40.32,34.31,0.414,0.957,0.0,-0.42,0.116,1,
560,3,12.26,95.36,-1.222,0.0,0.0,1.0,0.0,0,
561,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
561,1,118.36,64.07,0.536,0.51,0.0,1.0,0.24,0,31.6
561,2,40.41,34.38,0.372,0.962,0.0,-0.393,0.115,1,
561,3,12.26,95.36,-1.18,0.0,0.0,1.0,0.0,0,
562,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
562,1,118.67,64.26,0.588,0.534,0.0,1.0,0.36,0,31.4
562,2,40.49,34.46,0.319,0.972,0.0,-0.341,0.114,1,
562,3,12.26,95.36,-1.121,0.0,0.0,1.0,0.0,0,
563,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
563,1,119.07,64.52,0.658,0.57,0.0,1.0,0.48,0,31.1
563,2,40.58,34.53,0.276,0.982,0.0,-0.273,0.113,8,
563,3,12.26,95.36,-1.044,0.0,0.0,1.0,0.0,0,
564,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
564,1,119.54,64.89,0.746,0.616,0.0,1.0,0.6,0,30.7
564,2,40.67,34.6,0.241,0.988,0.0,-0.219,0.111,1,
564,3,12.26,95.36,-0.95,0.0,0.0,1.0,0.0,0,
565,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
565,1,120.07,65.38,0.851,0.671,0.0,1.0,0.72,0,30.3
565,2,40.76,34.66,0.213,0.992,0.0,-0.178,0.11,1,
565,3,12.26,95.36,-0.838,0.0,0.0,1.0,0.0,0,
566,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
566,1,120.63,66.01,0.973,0.733,0.0,1.0,0.84,0,29.6
566,2,40.84,34.73,0.191,0.995,0.0,-0.145,0.109,1,
566,3,12.26,95.36,-0.709,0.0,0.0,1.0,0.0,0,
567,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
567,1,121.17,66.8,1.113,0.8,0.0,0.92,0.96,0,28.9
567,2,40.93,34.79,0.172,0.996,0.0,-0.12,0.108,8,
567,3,12.26,95.36,-0.562,0.0,0.0,1.0,0.0,0,
568,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
568,1,121.64,67.77,1.236,0.866,0.0,0.749,1.08,0,28.0
568,2,41.01,34.86,0.156,0.998,0.0,-0.101,0.108,1,
568,3,12.26,95.36,-0.405,0.0,0.0,1.0,0.0,0,
569,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
569,1,122.04,68.91,1.341,0.913,0.0,0.602,1.2,0,26.9
569,2,41.1,34.92,0.142,0.998,0.0,-0.086,0.107,1,
569,3,12.26,95.36,-0.248,0.0,0.0,1.0,0.0,0,
570,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
570,1,122.34,70.19,1.428,0.945,0.0,0.478,1.32,0,25.6
570,2,41.19,34.98,0.131,0.999,0.0,-0.074,0.107,1,
570,3,12.26,95.33,-0.091,0.076,0.0,1.0,0.03,1,
571,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
571,1,122.54,71.62,1.498,0.965,0.0,0.377,1.44,0,24.2
571,2,41.28,35.04,0.121,0.999,0.0,-0.065,0.107,1,
571,3,12.26,95.31,0.066,0.229,0.0,1.0,0.014,1,
572,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
572,1,122.65,73.08,1.551,0.978,0.0,0.299,1.467,0,22.8
572,2,41.36,35.1,0.111,0.999,0.0,-0.058,0.107,1,
572,3,12.26,95.32,0.223,0.378,0.0,1.0,0.005,1,
573,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
573,1,122.68,74.56,1.589,0.986,0.0,0.243,1.478,0,21.3
573,2,41.45,35.16,0.103,0.999,0.0,-0.052,0.107,8,
573,3,12.26,95.34,0.38,0.518,0.0,1.0,0.024,1,
574,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
574,1,122.65,76.04,1.621,0.99,0.0,0.205,1.485,0,19.9
574,2,41.54,35.22,0.096,0.999,0.0,-0.048,0.107,1,
574,3,12.26,95.38,0.538,0.647,0.0,1.0,0.042,2,
575,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
575,1,122.58,77.53,1.648,0.993,0.0,0.175,1.489,0,18.4
575,2,41.63,35.28,0.089,1.0,0.0,-0.045,0.107,1,
575,3,12.26,95.44,0.695,0.76,0.0,1.0,0.06,1,
576,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
576,1,122.46,79.02,1.672,0.995,0.0,0.149,1.492,0,16.9
576,2,41.72,35.34,0.082,1.0,0.0,-0.043,0.107,1,
576,3,12.26,95.52,0.834,0.854,0.0,0.782,0.076,1,
577,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
577,1,122.31,80.5,1.692,0.996,0.0,0.129,1.494,0,15.4
577,2,41.81,35.39,0.076,1.0,0.0,-0.041,0.107,1,
577,3,12.26,95.61,0.956,0.92,0.0,0.576,0.089,1,
578,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
578,1,122.13,81.99,1.71,0.997,0.0,0.113,1.495,0,13.9
578,2,41.9,35.45,0.069,1.0,0.0,-0.039,0.107,1,
578,3,12.26,95.71,1.061,0.962,0.0,0.394,0.099,1,
579,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
579,1,121.95,83.31,1.71,0.321,0.0,-1.0,1.335,0,22.4
579,2,42.0,35.5,0.063,1.0,0.0,-0.038,0.107,1,
579,3,12.26,95.81,1.148,0.986,0.0,0.237,0.106,1,
580,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
580,1,122.02,83.43,1.693,0.176,0.0,-1.0,0.144,1,22.3
580,2,42.09,35.56,0.058,1.0,0.0,-0.037,0.107,1,
580,3,12.26,95.92,1.218,0.997,0.0,0.103,0.111,1,
581,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
581,1,122.03,83.44,1.658,0.185,0.0,-1.0,0.012,2,22.3
581,2,42.18,35.61,0.052,1.0,0.0,-0.037,0.107,1,
581,3,12.26,96.04,1.27,1.0,0.0,-0.006,0.114,1,
582,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
582,1,122.05,83.44,1.606,0.219,0.0,-1.0,0.017,8,22.3
582,2,42.28,35.67,0.046,1.0,0.0,-0.036,0.108,1,
582,3,12.27,96.15,1.304,0.998,0.0,-0.09,0.116,1,
583,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
583,1,122.07,83.45,1.536,0.271,0.0,-1.0,0.023,8,22.3
583,2,42.37,35.72,0.04,1.0,0.0,-0.036,0.108,1,
583,3,12.27,96.27,1.321,0.995,0.0,-0.149,0.117,1,
584,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
584,1,122.1,83.45,1.449,0.338,0.0,-1.0,0.031,8,22.2
584,2,42.46,35.77,0.035,1.0,0.0,-0.036,0.108,1,
584,3,12.28,96.39,1.321,0.992,0.0,-0.183,0.118,1,
585,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
585,1,122.14,83.46,1.344,0.42,0.0,-1.0,0.042,8,22.2
585,2,42.56,35.82,0.029,1.0,0.0,-0.036,0.108,1,
585,3,12.29,96.51,1.303,0.991,0.0,-0.193,0.118,1,
586,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
586,1,122.19,83.48,1.221,0.514,0.0,-1.0,0.054,8,22.1
586,2,42.66,35.87,0.024,1.0,0.0,-0.036,0.108,1,
586,3,12.3,96.62,1.275,0.992,0.0,-0.177,0.118,1,
587,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
587,1,122.26,83.49,1.082,0.617,0.0,-1.0,0.067,1,22.1
587,2,42.75,35.92,0.018,1.0,0.0,-0.036,0.108,8,
587,3,12.31,96.74,1.252,0.995,0.0,-0.148,0.117,2,
588,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
588,1,122.34,83.51,0.924,0.722,0.0,-1.0,0.081,1,22.0
588,2,42.85,35.97,0.012,1.0,0.0,-0.036,0.109,1,
588,3,12.32,96.86,1.232,0.996,0.0,-0.125,0.117,1,
589,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
589,1,122.43,83.53,0.785,0.823,0.0,-0.862,0.094,1,21.9
589,2,42.95,36.01,0.007,1.0,0.0,-0.036,0.109,1,
589,3,12.33,96.97,1.216,0.997,0.0,-0.107,0.117,1,
590,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
590,1,122.53,83.56,0.663,0.864,0.0,-0.753,0.104,8,21.8
590,2,43.05,36.06,0.001,1.0,0.0,-0.036,0.109,8,
590,3,12.34,97.09,1.201,0.998,0.0,-0.093,0.117,1,
591,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
591,1,122.64,83.59,0.558,0.922,0.0,-0.567,0.111,8,21.7
591,2,43.14,36.11,-0.005,1.0,0.0,-0.036,0.109,1,
591,3,12.36,97.21,1.188,0.998,0.0,-0.082,0.116,1,
592,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
592,1,122.75,83.62,0.471,0.96,0.0,-0.405,0.116,1,21.6
592,2,43.24,36.15,-0.01,1.0,0.0,-0.036,0.109,1,
592,3,12.37,97.32,1.177,0.999,0.0,-0.073,0.116,1,
593,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
593,1,122.86,83.66,0.402,0.983,0.0,-0.267,0.118,1,21.5
593,2,43.34,36.2,-0.016,1.0,0.0,-0.036,0.109,8,
593,3,12.39,97.44,1.166,0.999,0.0,-0.067,0.116,1,
594,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
594,1,122.98,83.69,0.35,0.994,0.0,-0.154,0.119,1,21.4
594,2,43.44,36.24,-0.022,1.0,0.0,-0.036,0.109,1,
594,3,12.41,97.55,1.156,0.999,0.0,-0.062,0.116,1,
595,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
595,1,123.09,83.73,0.315,0.999,0.0,-0.066,0.12,8,21.3
595,2,43.55,36.28,-0.028,1.0,0.0,-0.037,0.11,8,
595,3,12.42,97.67,1.147,0.999,0.0,-0.058,0.116,1,
596,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
596,1,123.2,83.77,0.298,1.0,0.0,-0.003,0.12,0,21.1
596,2,43.65,36.33,-0.033,1.0,0.0,-0.037,0.11,8,
596,3,12.44,97.78,1.139,0.999,0.0,-0.055,0.116,1,
597,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,8,12.5
597,1,123.43,83.84,0.298,1.0,0.0,0.035,0.24,0,20.9
597,2,43.75,36.37,-0.039,1.0,0.0,-0.037,0.11,2,
597,3,12.46,97.9,1.13,0.999,0.0,-0.053,0.116,2,
598,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
598,1,123.78,83.94,0.308,0.999,0.0,0.062,0.36,0,20.6
598,2,43.85,36.41,-0.045,1.0,0.0,-0.037,0.11,1,
598,3,12.49,98.01,1.122,0.999,0.0,-0.051,0.116,1,
599,0,74.39,84.27,-1.763,1.0,0.0,-0.0,0.0,1,12.5
599,1,124.23,84.09,0.322,0.998,0.0,0.089,0.48,0,20.1
599,2,43.95,36.45,-0.051,1.0,0.0,-0.037,0.11,1,
599,3,12.51,98.12,1.115,0.999,0.0,-0.049,0.116,1,
600,0,74.39,84.27,-1.781,0.0,0.0,-1.0,0.0,0,61.3
600,1,124.8,84.28,0.341,0.996,0.0,0.123,0.6,0,19.5
600,2,43.95,36.45,-0.074,0.0,0.0,-1.0,0.0,0,
600,3,12.53,98.24,1.107,0.999,0.0,-0.048,0.116,1,
601,0,74.39,84.27,-1.816,0.017,0.0,-1.0,0.0,8,61.2
601,1,125.48,84.52,0.367,0.993,0.0,0.163,0.72,0,18.8
601,2,43.95,36.45,-0.115,0.0,0.0,-1.0,0.0,0,
601,3,12.56,98.35,1.1,0.999,0.0,-0.047,0.116,1,
602,0,74.38,84.27,-1.868,0.053,0.0,-1.0,0.004,8,61.2
602,1,126.27,84.82,0.399,0.99,0.0,0.207,0.84,0,18.0
602,2,43.95,36.45,-0.173,0.0,0.0,-1.0,0.0,0,
602,3,12.58,98.46,1.092,0.999,0.0,-0.047,0.117,2,
603,0,74.37,84.27,-1.938,0.105,0.0,-1.0,0.013,1,61.2
603,1,127.15,85.19,0.439,0.984,0.0,0.253,0.96,0,17.1
603,2,43.95,36.45,-0.249,0.0,0.0,-1.0,0.0,0,
603,3,12.61,98.58,1.085,0.999,0.0,-0.046,0.117,1,
604,0,74.35,84.28,-2.026,0.175,0.0,-1.0,0.021,1,61.2
604,1,128.13,85.65,0.486,0.978,0.0,0.299,1.08,0,16.0
604,2,43.95,36.45,-0.343,0.0,0.0,-1.0,0.0,0,
604,3,12.64,98.69,1.078,0.999,0.0,-0.046,0.117,2,
605,0,74.32,84.28,-2.131,0.262,0.0,-1.0,0.032,8,61.2
605,1,128.94,86.08,0.551,0.0,0.0,1.0,0.92,0,15.1
605,2,43.95,36.45,-0.453,0.0,0.0,-1.0,0.0,0,
605,3,12.67,98.8,1.071,0.999,0.0,-0.045,0.117,1,
606,0,74.28,84.29,-2.253,0.365,0.0,-1.0,0.044,8,61.2
606,1,129.83,86.63,0.598,0.991,0.0,0.187,1.04,0,14.1
606,2,43.95,36.45,-0.582,0.0,0.0,-1.0,0.0,0,
606,3,12.7,98.92,1.064,1.0,0.0,-0.045,0.117,1,
607,0,74.22,84.3,-2.393,0.479,0.0,-1.0,0.058,8,61.1
607,1,130.79,87.28,0.627,0.996,0.0,0.134,1.16,0,13.0
607,2,43.95,36.45,-0.728,0.0,0.0,-1.0,0.0,0,
607,3,12.73,99.03,1.057,1.0,0.0,-0.045,0.117,1,
608,0,74.15,84.31,-2.55,0.6,0.0,-1.0,0.073,1,61.1
608,1,131.82,88.03,0.643,0.997,0.0,0.103,1.28,0,11.7
608,2,43.95,36.45,-0.885,0.0,0.0,-1.0,0.0,0,
608,3,12.76,99.14,1.05,1.0,0.0,-0.045,0.117,2,
609,0,74.06,84.33,-2.707,0.722,0.0,-1.0,0.087,8,61.0
609,1,132.94,88.87,0.658,0.998,0.0,0.091,1.4,0,10.3
609,2,43.95,36.45,-1.042,0.0,0.0,-1.0,0.0,0,
609,3,12.8,99.25,1.043,1.0,0.0,-0.044,0.117,2,
610,0,73.96,84.34,-2.847,0.825,0.0,-0.857,0.1,8,61.0
610,1,133.92,89.63,0.69,0.0,0.0,1.0,1.24,0,15.9
610,2,43.95,36.45,-1.199,0.0,0.0,-1.0,0.0,0,
610,3,12.83,99.37,1.036,1.0,0.0,-0.044,0.117,1,
611,0,73.86,84.36,-2.969,0.899,0.0,-0.646,0.108,1,60.9
611,1,134.76,90.32,0.739,0.0,0.0,1.0,1.08,0,16.4
611,2,43.95,36.45,-1.356,0.0,0.0,-1.0,0.0,0,
611,3,12.87,99.48,1.029,1.0,0.0,-0.044,0.117,2,
612,0,73.74,84.38,-3.073,0.949,0.0,-0.46,0.114,1,60.8
612,1,135.44,90.94,0.806,0.0,0.0,1.0,0.92,0,16.9
612,2,43.94,36.44,-1.513,0.091,0.0,-1.0,0.018,8,
612,3,12.9,99.59,1.022,1.0,0.0,-0.044,0.117,1,
613,0,73.63,84.39,3.123,0.978,0.0,-0.297,0.118,1,60.7
613,1,135.96,91.48,0.89,0.0,0.0,1.0,0.76,0,17.2
613,2,43.9,36.43,-1.67,0.246,0.0,-1.0,0.036,1,
613,3,12.94,99.7,1.015,1.0,0.0,-0.044,0.117,1,
614,0,73.51,84.41,3.053,0.994,0.0,-0.159,0.119,1,60.6
614,1,136.34,91.95,0.992,0.0,0.0,1.0,0.6,0,17.5
614,2,43.85,36.41,-1.827,0.395,0.0,-1.0,0.054,8,
614,3,12.98,99.81,1.008,1.0,0.0,-0.044,0.117,2,
615,0,73.39,84.42,3.001,0.999,0.0,-0.046,0.12,1,60.5
615,1,136.5,92.32,1.112,0.0,0.0,1.0,0.401,1,17.6
615,2,43.79,36.38,-1.984,0.535,0.0,-1.0,0.071,8,
615,3,13.02,99.92,1.001,1.0,0.0,-0.044,0.117,1,
616,0,73.27,84.44,2.966,1.0,0.0,0.042,0.12,0,60.4
616,1,136.5,92.32,1.248,0.0,0.0,1.0,0.0,0,17.6
616,2,43.71,36.35,-2.141,0.662,0.0,-1.0,0.086,8,
616,3,13.06,100.03,0.994,1.0,0.0,-0.044,0.117,2,
617,0,73.03,84.48,2.949,0.997,0.0,0.105,0.24,0,60.3
617,1,136.5,92.32,1.403,0.0,0.0,1.0,0.0,0,17.6
617,2,43.62,36.31,-2.296,0.772,0.0,-0.985,0.098,8,
617,3,13.1,100.14,0.988,1.0,0.0,-0.044,0.117,1,
618,0,72.68,84.55,2.95,0.994,0.0,0.157,0.36,0,60.0
618,1,136.5,92.35,1.56,0.021,0.0,1.0,0.031,1,17.6
618,2,43.52,36.27,-2.433,0.861,0.0,-0.761,0.108,1,
618,3,13.14,100.25,0.981,1.0,0.0,-0.043,0.118,2,
619,0,72.21,84.64,2.968,0.991,0.0,0.197,0.48,0,59.7
619,1,136.5,92.47,1.717,0.176,0.0,1.0,0.12,1,17.5
619,2,43.41,36.23,-2.553,0.923,0.0,-0.563,0.115,1,
619,3,13.19,100.36,0.974,1.0,0.0,-0.043,0.118,3,
620,0,71.62,84.75,3.003,0.988,0.0,0.225,0.6,0,59.3
620,1,136.48,92.59,1.874,0.321,0.0,1.0,0.12,0,17.5
620,2,43.3,36.18,-2.655,0.963,0.0,-0.389,0.118,1,
620,3,13.23,100.47,0.967,1.0,0.0,-0.043,0.118,1,
621,0,70.9,84.84,3.041,0.986,0.0,0.241,0.72,0,58.8
621,1,136.41,92.82,2.031,0.46,0.0,1.0,0.24,0,17.4
621,2,43.19,36.13,-2.74,0.986,0.0,-0.241,0.12,1,
621,3,13.28,100.58,0.96,1.0,0.0,-0.043,0.118,1,
622,0,70.07,84.93,3.083,0.983,0.0,0.265,0.84,0,58.2
622,1,136.25,93.14,2.188,0.583,0.0,1.0,0.36,0,17.2
622,2,43.08,36.08,-2.807,0.997,0.0,-0.118,0.12,0,
622,3,13.33,100.68,0.954,1.0,0.0,-0.043,0.118,1,
623,0,69.11,84.99,3.129,0.979,0.0,0.296,0.96,0,57.5
623,1,135.97,93.53,2.345,0.691,0.0,1.0,0.48,0,16.9
623,2,42.86,36.0,-2.857,1.0,0.0,-0.019,0.24,0,
623,3,13.37,100.79,0.947,1.0,0.0,-0.043,0.118,1,
624,0,68.03,85.0,-3.102,0.973,0.0,0.331,1.08,0,56.7
624,1,135.55,93.96,2.496,0.783,0.0,0.96,0.6,0,16.4
624,2,42.51,35.9,-2.889,0.999,0.0,0.061,0.36,0,
624,3,13.42,100.9,0.94,1.0,0.0,-0.043,0.118,2,
625,0,66.83,84.95,-3.033,0.89,0.0,0.676,1.2,0,55.7
625,1,134.98,94.39,2.629,0.856,0.0,0.777,0.72,0,15.8
625,2,42.05,35.78,-2.903,0.996,0.0,0.125,0.48,0,
625,3,13.47,101.0,0.934,1.0,0.0,-0.043,0.118,1,
626,0,65.52,84.81,-2.946,0.886,0.0,0.689,1.32,0,54.7
626,1,134.25,94.8,2.745,0.907,0.0,0.62,0.84,0,15.0
626,2,41.46,35.64,-2.901,0.993,0.0,0.173,0.6,0,
626,3,13.53,101.11,0.927,1.0,0.0,-0.042,0.118,1,
627,0,64.21,84.55,-2.841,0.889,0.0,0.679,1.334,0,53.5
627,1,133.36,95.18,2.843,0.942,0.0,0.489,0.96,0,14.1
627,2,40.76,35.47,-2.88,0.955,0.0,0.431,0.72,0,
627,3,13.58,101.22,0.92,1.0,0.0,-0.042,0.118,1,
628,0,62.92,84.15,-2.742,0.904,0.0,0.631,1.356,0,52.3
628,1,132.6,95.41,2.924,0.0,0.0,-1.0,0.8,0,8.1
628,2,39.95,35.25,-2.842,0.958,0.0,0.417,0.84,0,
628,3,13.63,101.32,0.914,1.0,0.0,-0.042,0.118,1,
629,0,61.62,83.6,-2.661,0.938,0.0,0.505,1.407,0,51.0
629,1,131.74,95.61,2.988,0.98,0.0,0.288,0.875,8,12.5
629,2,39.03,34.97,-2.787,0.965,0.0,0.38,0.96,0,
629,3,13.69,101.43,0.907,1.0,0.0,-0.042,0.118,1,
630,0,60.34,82.93,-2.596,0.961,0.0,0.402,1.441,0,49.6
630,1,131.74,95.63,3.068,0.185,0.0,1.0,0.018,8,43.2
630,2,38.02,34.59,-2.737,0.975,0.0,0.321,1.08,0,
630,3,13.74,101.53,0.901,1.0,0.0,-0.042,0.118,2,
631,0,59.09,82.18,-2.546,0.975,0.0,0.322,1.462,0,48.2
631,1,131.74,95.64,3.132,0.997,0.0,0.105,0.009,8,12.5
631,2,36.92,34.12,-2.695,0.982,0.0,0.268,1.2,0,
631,3,13.8,101.64,0.894,1.0,0.0,-0.041,0.118,1,
632,0,57.87,81.35,-2.505,0.984,0.0,0.26,1.475,0,46.7
632,1,131.74,95.64,-3.071,0.323,0.0,1.0,0.001,8,43.2
632,2,35.73,33.55,-2.659,0.987,0.0,0.227,1.32,0,
632,3,13.86,101.74,0.888,1.0,0.0,-0.041,0.118,2,
633,0,56.68,80.47,-2.472,0.989,0.0,0.21,1.484,0,45.3
633,1,131.74,95.63,-2.972,0.398,0.0,1.0,0.008,8,43.2
633,2,34.45,32.88,-2.628,0.991,0.0,0.196,1.44,0,
633,3,13.91,101.84,0.881,1.0,0.0,-0.041,0.118,1,
634,0,55.51,79.54,-2.446,0.993,0.0,0.169,1.489,0,43.8
634,1,131.74,95.61,-2.857,0.486,0.0,1.0,0.02,8,43.2
634,2,33.16,32.15,-2.601,0.993,0.0,0.173,1.489,0,
634,3,13.97,101.94,0.875,1.0,0.0,-0.041,0.118,1,
635,0,54.36,78.58,-2.424,0.995,0.0,0.137,1.493,0,42.3
635,1,131.74,95.57,-2.723,0.585,0.0,1.0,0.034,1,43.1
635,2,31.89,31.39,-2.562,0.985,0.0,0.249,1.477,0,
635,3,14.03,102.05,0.868,1.0,0.0,-0.041,0.119,1,
636,0,53.24,77.6,-2.407,0.997,0.0,0.111,1.495,0,40.8
636,1,131.74,95.53,-2.573,0.689,0.0,1.0,0.05,8,43.1
636,2,30.66,30.59,-2.513,0.977,0.0,0.309,1.465,0,
636,3,14.09,102.15,0.862,1.0,0.0,-0.04,0.119,3,
637,0,52.13,76.6,-2.392,0.998,0.0,0.09,1.497,0,39.3
