decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
,,,,,,,,,,,,,,,,,,,,
0,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,71.5,36.0,152,4,70.1,36.7,0,0,0,-0.8600,collect_red=-0.500,40.7,0,40,1108.5
1,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,48.1,38.9,193,4,49.0,40.0,0,0,0,-0.8396,scoring_volume=-0.480,23.6,0,40,1653.3
2,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-0.9600,scoring_volume=-0.480,9.4,0,40,1485.2
3,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,985.6
4,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,985.4
5,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,995.2
6,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,991.1
7,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,991.6
8,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,990.3
9,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,985.4
10,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,1000.8
11,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,988.5
12,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,993.6
13,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,988.2
14,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,994.9
15,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,999.4
16,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,998.4
17,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,995.6
18,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,984.5
19,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,992.6
20,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,994.5
21,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,986.0
22,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,1002.8
23,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,1000.5
24,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,996.5
25,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,988.2
26,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,979.9
27,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,1004.5
28,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,996.6
29,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,990.1
30,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,989.5
31,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,987.3
32,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,990.9
33,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,981.2
34,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,992.9
35,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,985.1
36,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,997.0
37,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,992.4
38,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,998.9
39,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,991.0
40,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,986.9
41,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,981.5
42,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,989.4
43,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,1017.1
44,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,992.0
45,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,39.1,36.4,180,4,23.6,36.4,0,0,0,-1.1600,scoring_volume=-0.480,0.0,1,40,990.5
