decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
24,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,107.0,77.3,291,1,95.0,104.0,45,24,21,-0.8571,collect_red=-0.500,58.4,0,20,1648.7
25,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,115.5,104.9,90,0,120.4,107.6,45,27,18,-9.3494,score_red=-9.000,28.9,0,20,1648.6
26,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1011.4
27,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,992.0
28,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1003.0
29,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,988.7
30,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,990.1
31,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,983.6
32,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,994.4
33,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,997.6
34,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,997.1
35,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,986.8
36,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,997.4
37,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,993.1
38,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,995.5
39,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1005.7
40,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1005.6
41,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,996.2
42,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,991.2
43,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1120.0
44,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,993.0
45,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,999.1
46,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,995.3
47,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1004.4
48,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1006.1
49,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1020.5
