decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
17,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,115.3,106.5,90,1,95.0,104.0,36,18,18,-0.4079,scoring_volume=-0.240,27.9,0,25,1656.8
18,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,68.7,108.3,346,1,120.4,107.6,39,18,21,5.1304,score_blue=+6.000,46.7,0,24,1659.8
19,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,115.5,105.8,90,1,95.0,104.0,39,18,21,-0.3924,scoring_volume=-0.180,46.9,0,24,1654.8
20,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,46.9,117.5,174,0,120.4,107.6,39,21,18,-9.2229,score_red=-9.000,69.7,0,24,1671.2
21,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,31.7,119.2,174,1,30.3,119.3,39,21,18,-0.1429,scoring_volume=-0.180,15.3,0,23,998.9
22,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,19.7,111.1,155,2,23.6,107.6,42,21,21,5.1802,score_blue=+6.000,14.4,0,21,1646.8
23,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,57.7,108.7,353,0,23.6,107.6,45,24,21,-3.2371,score_red=-9.000,38.1,0,21,1648.4
24,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,107.0,77.3,291,1,95.0,104.0,45,24,21,-0.8571,collect_red=-0.500,58.4,0,20,1642.2
25,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,115.5,104.9,90,0,120.4,107.6,45,27,18,-9.3494,score_red=-9.000,28.9,0,20,1640.3
26,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,985.8
27,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,990.8
28,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1023.1
29,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,993.3
30,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,997.6
31,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,996.1
32,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,984.7
33,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,993.7
34,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,989.6
35,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,987.8
36,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,993.9
37,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,990.1
38,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,998.7
39,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,992.5
40,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1030.9
41,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,989.6
42,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,999.2
43,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,983.6
44,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1002.1
45,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,984.2
46,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1005.4
47,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,999.0
48,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1007.5
49,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,999.0
50,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1006.4
51,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,996.1
52,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1000.2
53,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,995.2
54,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1001.7
55,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1001.0
56,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,997.0
57,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,1003.9
58,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,993.5
59,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,115.5,104.9,90,0,,,45,27,18,-0.2371,scoring_volume=-0.180,0.0,0,20,992.3
