decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
,,,,,,,,,,,,,,,,,,,,
0,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,15.4,15.9,138,3,14.9,17.2,0,0,0,-1.6546,collect_red=-1.000,8.9,0,34,942.5
1,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,95.8,19.2,172,1,94.5,19.4,0,0,0,-0.4000,scoring_volume=-0.480,12.2,0,34,942.6
2,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,23.6,36.0,270,1,23.6,36.4,3,18,-15,-48.6143,score_red=-54.000,21.7,0,32,1584.1
3,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,91.6,44.1,277,1,72.0,41.0,3,18,-15,-48.5437,score_red=-54.000,25.3,0,32,1584.2
4,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,29.1,31.9,343,0,,,3,45,-42,-82.3925,score_red=-81.000,6.8,0,27,1581.6
5,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,91.9,44.9,315,1,72.0,41.0,3,45,-42,-81.4758,score_red=-81.000,0.9,0,27,1581.7
6,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,25.6,6,42,-36,20.9760,score_red=+9.000,7.7,0,27,1569.3
7,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,78.0,45.3,360,1,72.0,41.0,6,42,-36,22.5311,score_red=+9.000,13.9,0,27,1569.5
8,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,36.4,6,39,-33,12.8029,score_red=+9.000,0.0,1,28,1592.5
9,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,92.0,44.6,315,1,72.0,41.0,6,39,-33,12.8656,score_red=+9.000,13.9,0,28,1592.7
10,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,36.4,9,36,-27,18.8629,score_red=+9.000,0.0,1,26,1563.2
11,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,83.7,37.2,9,2,72.0,41.0,9,36,-27,19.9410,score_red=+9.000,11.1,0,26,1563.3
12,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,36.4,6,36,-30,-2.1971,score_blue=-6.000,0.0,1,24,1576.7
13,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,91.2,44.9,313,2,72.0,41.0,6,36,-30,-2.2733,score_blue=-6.000,10.7,0,24,1576.8
14,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,36.4,6,48,-42,-34.0457,score_red=-36.000,0.0,1,23,1575.1
15,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,74.6,40.4,167,2,72.0,41.0,6,48,-42,-30.7030,score_red=-36.000,17.2,0,23,1575.2
16,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,36.4,9,45,-36,20.0143,score_red=+9.000,0.0,1,25,1581.8
17,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,93.3,43.4,307,0,72.0,41.0,9,45,-36,23.1656,score_red=+9.000,19.0,0,25,1581.9
18,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,36.4,3,48,-45,-21.5600,score_blue=-12.000,0.0,1,27,1574.4
19,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,98.0,51.8,133,0,49.0,104.0,3,48,-45,-21.7620,score_blue=-12.000,9.6,0,27,1574.7
20,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,21.4,31.0,86,0,23.6,36.4,0,48,-48,-5.7200,score_blue=-6.000,0.0,1,27,1577.6
21,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,98.8,52.6,134,0,49.0,104.0,0,48,-48,-6.0200,score_blue=-6.000,1.1,1,27,1577.7
