decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
,,,,,,,,,,,,,,,,,,,,
0,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,11.2,12.9,166,1,10.0,13.4,0,0,0,-0.4050,scoring_volume=-0.480,13.8,0,34,947.8
1,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,103.7,19.7,146,2,102.8,21.2,0,0,0,-1.2200,collect_red=-0.500,4.6,1,34,947.9
2,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,12.3,32.3,173,2,23.6,36.4,6,33,-27,-87.6046,score_red=-99.000,19.4,0,28,1577.6
3,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,117.4,33.0,201,1,120.4,36.4,6,33,-27,-87.6816,score_red=-99.000,19.1,0,28,1577.7
4,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,23.9,36.1,299,1,23.6,36.4,6,60,-54,-83.0557,score_red=-81.000,12.2,0,20,1579.6
5,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,119.5,36.2,269,1,120.4,36.4,6,60,-54,-82.3614,score_red=-81.000,3.8,0,20,1579.7
6,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,24.6,36.1,270,1,,,6,69,-63,-28.0002,score_red=-27.000,0.7,0,18,1589.3
7,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,119.9,36.1,270,0,120.4,36.4,6,69,-63,-28.3693,score_red=-27.000,0.5,0,18,1589.4
8,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,62.7,35.8,8,0,23.6,36.4,3,72,-69,-15.3800,score_red=-9.000,38.1,0,19,1067.1
9,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,3,72,-69,-15.4800,score_red=-9.000,38.0,0,19,1067.2
10,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,49.0,40.0,0,69,-69,5.5574,score_red=+9.000,42.3,0,21,1586.8
11,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,69,-69,5.5200,score_red=+9.000,0.0,0,21,1587.0
12,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,23.6,36.4,0,66,-66,8.3600,score_red=+9.000,0.0,1,23,1576.5
13,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,66,-66,8.4600,score_red=+9.000,0.0,0,23,1576.7
14,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,23.6,36.4,0,63,-63,8.3743,score_red=+9.000,0.0,1,24,1578.2
15,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,63,-63,8.4743,score_red=+9.000,0.0,0,24,1578.3
16,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,23.6,36.4,0,60,-60,11.3886,score_red=+9.000,0.0,1,25,1583.6
17,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,60,-60,11.4886,score_red=+9.000,0.0,0,25,1583.7
18,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,23.6,36.4,0,57,-57,10.3886,score_red=+9.000,0.0,1,26,1582.0
19,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,57,-57,10.4886,score_red=+9.000,0.0,0,26,1582.1
20,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,23.6,36.4,0,54,-54,10.3886,score_red=+9.000,0.0,1,27,1584.4
21,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,54,-54,10.4886,score_red=+9.000,0.0,0,27,1584.5
22,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,23.6,36.4,0,54,-54,1.2886,ctrl_us=+4.000,0.0,1,27,1581.7
23,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,54,-54,1.4886,ctrl_us=+4.000,0.0,0,27,1581.9
24,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,84,0,23.6,36.4,0,54,-54,1.2886,ctrl_us=+4.000,0.0,1,27,1581.4
25,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.9,36.1,173,0,80.0,36.4,0,54,-54,1.4886,ctrl_us=+4.000,0.0,0,27,1581.5
