decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
,,,,,,,,,,,,,,,,,,,,
0,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,62.1,37.7,189,4,95.0,40.0,0,0,0,-0.8700,collect_red=-0.500,49.9,0,34,1461.2
1,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,88.7,123.6,189,2,87.5,123.5,0,0,0,-0.3200,scoring_volume=-0.480,19.4,0,34,1461.3
2,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,51.4,36.9,196,4,72.0,41.0,0,0,0,-0.7705,scoring_volume=-0.480,10.8,0,32,1581.5
3,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,91.9,99.5,55,2,72.0,103.0,0,0,0,-0.5667,scoring_volume=-0.480,24.4,0,32,1581.6
4,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,52.3,44.8,227,3,72.0,41.0,6,15,-9,-31.9445,score_red=-45.000,8.0,0,26,1588.9
5,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,82.6,107.3,202,4,72.0,103.0,6,15,-9,-30.6665,score_red=-45.000,12.1,0,26,1589.1
6,120.0,0,SCORE_LONG_GOAL,SCORE_CENTER_MID,committed,23.7,26.1,180,0,72.0,41.0,9,12,-3,19.2864,score_red=+9.000,34.2,0,26,1591.9
7,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_MID,committed,100.5,94.1,48,3,72.0,103.0,9,12,-3,16.0838,score_red=+9.000,22.2,0,26,1592.0
8,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,70.5,37.6,50,0,72.0,41.0,0,12,-12,-18.3851,score_blue=-18.000,48.1,0,29,1581.3
9,120.0,1,SCORE_LONG_GOAL,SCORE_CENTER_MID,committed,69.0,105.2,313,3,72.0,103.0,0,12,-12,-18.5777,score_blue=-18.000,33.5,0,29,1581.4
10,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,41.7,37.8,189,0,40.5,37.6,0,12,-12,-0.3743,scoring_volume=-0.360,28.8,0,29,1581.2
11,120.0,1,SCORE_CENTER_LOW,SCORE_LONG_GOAL,committed,28.5,105.9,82,3,49.0,104.0,0,12,-12,-0.6321,scoring_volume=-0.360,40.5,0,29,1581.3
