decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
,,,,,,,,,,,,,,,,,,,,
0,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,123.2,34.6,97,3,120.4,25.6,0,0,0,-0.9745,collect_red=-0.500,22.5,0,35,982.7
1,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,83.2,123.5,187,2,81.8,123.3,0,0,0,-0.3200,scoring_volume=-0.480,24.9,0,35,982.8
2,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,114.9,33.3,202,0,120.4,36.4,6,12,-6,-24.4222,score_red=-36.000,8.3,0,32,1589.7
3,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,91.4,99.6,48,2,72.0,103.0,6,12,-6,-24.4778,score_red=-36.000,25.3,0,32,1589.8
4,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,53.7,40.5,207,2,49.0,36.0,12,24,-12,-18.0429,score_red=-36.000,61.6,0,24,1577.8
5,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,78.0,105.7,204,2,72.0,103.0,12,24,-12,-15.0513,score_red=-36.000,14.7,0,24,1577.9
6,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,66.3,40.1,9,2,72.0,41.0,15,27,-12,1.4029,score_red=-9.000,12.6,0,22,1582.6
7,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,91.5,99.2,45,0,72.0,103.0,15,27,-12,4.5016,score_red=-9.000,15.0,0,22,1582.7
8,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,44.6,49.3,228,2,72.0,41.0,15,27,-12,4.3525,ctrl_us=+4.000,23.6,0,18,1585.5
9,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,120.2,118.6,46,4,95.0,104.0,15,27,-12,3.3814,ctrl_us=+4.000,34.6,0,18,1585.6
10,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,75.0,39.3,139,2,72.0,41.0,21,33,-12,-3.5206,score_red=-18.000,32.0,0,16,1593.9
11,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,122.2,110.4,27,2,120.4,107.6,21,33,-12,-3.8771,score_red=-18.000,8.5,0,16,1594.0
12,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_MID,committed,54.5,31.6,133,2,72.0,41.0,24,51,-27,-50.5343,score_red=-54.000,22.0,0,16,1581.2
13,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,83.1,110.4,184,0,120.4,107.6,24,51,-27,-50.3943,score_red=-54.000,39.0,0,16,1581.3
14,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_LOW,committed,80.3,43.8,23,2,72.0,41.0,24,51,-27,-0.5971,ctrl_opp=-3.000,28.6,0,15,1584.5
15,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,50.3,108.1,184,1,49.0,108.0,24,51,-27,-1.0143,ctrl_opp=-3.000,32.9,0,15,1584.6
16,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,91.4,45.2,310,2,72.0,41.0,24,51,-27,-0.6639,ctrl_opp=-3.000,11.2,0,14,1582.6
17,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,51.4,104.5,171,1,72.0,103.0,24,51,-27,-0.7914,ctrl_opp=-3.000,3.7,1,14,1582.8
18,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,62.2,35.0,177,0,72.0,41.0,27,54,-27,-0.3486,score_red=-9.000,30.8,0,13,1585.6
19,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,51.7,99.3,130,1,72.0,103.0,27,54,-27,-3.5819,score_red=-9.000,5.2,0,13,1585.7
20,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,34.0,34.4,160,0,32.2,35.0,27,60,-33,-18.3629,score_red=-18.000,28.2,0,13,1586.2
21,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,21.6,104.9,275,0,72.0,103.0,27,60,-33,-16.9204,score_red=-18.000,30.6,0,13,1586.3
