decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
14,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,0,42,-42,-6.2514,score_blue=-6.000,0.0,1,28,1572.4
15,120.0,1,SCORE_LONG_GOAL,SCORE_CENTER_LOW,committed,92.2,44.8,314,1,72.0,41.0,0,42,-42,-6.1652,score_blue=-6.000,2.5,0,28,1572.5
16,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,0,45,-45,-9.2514,score_red=-9.000,0.0,1,27,1578.4
17,120.0,1,SCORE_CENTER_LOW,SCORE_LONG_GOAL,committed,116.7,35.7,324,1,95.0,40.0,0,45,-45,-9.6179,score_red=-9.000,26.2,0,27,1578.6
18,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,3,51,-48,-9.1914,score_red=-18.000,0.0,1,24,1597.8
19,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,120.5,36.0,270,1,120.4,36.4,3,51,-48,-9.2403,score_red=-18.000,3.7,0,24,1597.9
20,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,6,51,-45,7.8686,score_blue=+6.000,0.0,1,23,1567.1
21,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,117.0,36.6,259,1,,,6,51,-45,8.2183,score_blue=+6.000,3.5,0,23,1567.2
22,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,7.9286,score_blue=+6.000,0.0,1,23,1575.7
23,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,106.7,64.0,70,0,120.4,36.4,9,51,-42,8.1579,score_blue=+6.000,29.3,0,23,1575.8
24,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1564.3
25,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,95.0,40.0,9,51,-42,2.0404,ctrl_us=+2.000,37.1,0,23,1564.4
26,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1577.9
27,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1578.1
28,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1573.7
29,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1573.9
30,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1580.1
31,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1580.2
32,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1582.1
33,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1582.2
34,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1586.6
35,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1586.7
36,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1579.3
37,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1579.4
38,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1577.1
39,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1577.2
40,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1582.5
41,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1582.7
42,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.6,31.4,85,0,23.6,36.4,9,51,-42,1.9286,ctrl_us=+2.000,0.0,1,23,1579.0
43,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,82.0,36.4,186,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,23,1579.1
44,120.0,0,IDLE,IDLE,policy,20.6,31.4,85,0,,,9,51,-42,1.8486,ctrl_us=+2.000,0.0,0,23,945.7
45,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,80.0,44.1,96,0,80.0,46.0,9,51,-42,2.1286,ctrl_us=+2.000,7.9,0,23,945.8
46,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,68.3,43.5,129,1,49.0,40.0,9,51,-42,2.3004,ctrl_us=+2.000,49.1,0,22,1593.6
47,120.0,1,IDLE,IDLE,policy,84.0,43.8,96,0,,,9,51,-42,1.7836,ctrl_us=+2.000,4.0,0,22,1593.8
48,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.5,31.3,84,1,49.0,40.0,9,51,-42,2.0503,ctrl_us=+2.000,49.3,0,22,1583.9
49,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,80.0,24.2,270,0,80.0,22.6,9,51,-42,2.1086,ctrl_us=+2.000,20.0,0,22,1584.0
50,120.0,0,IDLE,IDLE,policy,20.5,31.3,84,1,,,9,51,-42,1.8286,ctrl_us=+2.000,0.0,0,22,953.0
51,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,80.0,24.2,270,0,80.0,24.2,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,22,953.2
52,120.0,0,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,40.9,11.6,302,1,41.8,10.1,9,51,-42,2.2086,ctrl_us=+2.000,28.3,0,22,966.3
53,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,80.0,24.2,270,0,80.0,24.2,9,51,-42,2.1286,ctrl_us=+2.000,0.0,0,22,966.4
54,120.0,0,IDLE,IDLE,policy,40.9,11.6,302,1,,,9,51,-42,1.8286,ctrl_us=+2.000,0.0,0,22,957.9
55,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,80.0,34.6,92,0,80.0,36.4,9,51,-42,2.1286,ctrl_us=+2.000,10.4,0,22,958.1
56,120.0,0,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,34.5,34.3,17,0,23.6,36.4,12,51,-39,8.2286,score_blue=+6.000,23.5,0,22,1585.4
57,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,80.0,34.6,92,0,80.0,34.6,12,51,-39,8.2286,score_blue=+6.000,0.0,0,22,1585.6
58,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,14.9,14.0,211,0,13.3,13.1,12,51,-39,2.1286,ctrl_us=+2.000,28.3,0,22,1020.4
59,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,80.0,34.6,92,0,80.0,34.6,12,51,-39,2.1286,ctrl_us=+2.000,0.0,0,22,1020.5
60,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,64.7,37.9,32,0,80.0,47.6,12,51,-39,2.1281,ctrl_us=+2.000,55.3,0,22,1590.8
61,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,80.0,34.6,92,0,80.0,34.6,12,51,-39,2.1286,ctrl_us=+2.000,0.0,0,22,1591.0
62,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,79.1,49.2,341,0,80.0,47.6,12,51,-39,2.1286,ctrl_us=+2.000,18.3,0,22,948.9
63,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.6,34.4,126,0,80.0,36.4,12,51,-39,1.9286,ctrl_us=+2.000,1.6,1,22,949.0
64,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,58.8,29.6,244,0,57.9,28.0,12,51,-39,2.1186,ctrl_us=+2.000,28.3,0,22,952.4
65,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,81.6,34.4,126,0,80.0,34.4,12,51,-39,2.2286,ctrl_us=+2.000,0.0,0,22,952.5
66,120.0,0,IDLE,IDLE,policy,58.8,29.6,244,0,,,12,51,-39,1.8486,ctrl_us=+2.000,0.0,0,22,948.5
67,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,81.6,34.4,126,0,80.0,34.4,12,51,-39,2.2286,ctrl_us=+2.000,0.0,0,22,948.6
68,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,76.4,42.8,352,1,49.0,40.0,12,51,-39,1.5661,ctrl_us=+2.000,22.0,0,21,1575.0
69,120.0,1,SCORE_LONG_GOAL,SCORE_LONG_GOAL,policy,85.7,31.1,126,0,80.0,34.4,12,51,-39,2.1286,ctrl_us=+2.000,5.2,0,21,1575.2
70,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,52.9,44.8,225,1,72.0,41.0,12,51,-39,2.0456,ctrl_us=+2.000,23.5,0,21,1580.9
71,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,82.4,29.0,165,0,80.0,31.1,12,51,-39,2.0286,ctrl_us=+2.000,3.9,1,21,1581.0
72,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_MID,committed,32.7,24.6,225,0,72.0,41.0,12,54,-42,-5.2857,score_red=-9.000,28.5,0,21,945.4
73,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,80.0,34.5,101,0,80.0,36.4,12,54,-42,-7.0857,score_red=-9.000,6.0,1,21,945.6
74,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,22.1,31.0,89,0,23.6,25.6,12,54,-42,2.1143,ctrl_us=+2.000,12.4,0,21,1572.8
75,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,80.0,34.5,101,0,80.0,34.5,12,54,-42,2.2143,ctrl_us=+2.000,0.0,0,21,1572.9
76,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,67.5,37.5,204,0,72.0,41.0,12,54,-42,2.0917,ctrl_us=+2.000,45.8,0,21,1575.2
77,120.0,1,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,83.1,32.7,101,0,80.0,34.5,12,54,-42,2.1143,ctrl_us=+2.000,3.6,0,21,1575.4
78,120.0,0,IDLE,IDLE,policy,64.0,37.5,204,0,,,12,54,-42,1.8343,ctrl_us=+2.000,3.5,0,21,952.5
79,120.0,1,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,81.6,35.5,126,0,80.0,36.4,12,54,-42,1.9143,ctrl_us=+2.000,3.2,1,21,952.6
80,120.0,0,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,42.9,17.9,265,0,49.0,40.0,12,54,-42,2.1143,ctrl_us=+2.000,28.8,0,21,1055.4
81,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,81.6,35.5,126,0,80.0,35.5,12,54,-42,2.1143,ctrl_us=+2.000,0.0,0,21,1055.6
82,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,76.7,43.7,353,1,23.6,25.6,12,54,-42,2.2620,ctrl_us=+2.000,42.5,0,20,1577.2
83,120.0,1,COLLECT_NEAREST_BALL,COLLECT_NEAREST_BALL,policy,86.7,32.5,126,0,80.0,35.5,12,54,-42,2.2143,ctrl_us=+2.000,5.9,0,20,1577.3
84,120.0,0,SCORE_CENTER_LOW,SCORE_CENTER_LOW,policy,80.0,40.6,357,1,72.0,41.0,12,54,-42,1.9259,ctrl_us=+2.000,4.5,1,20,1585.9
85,120.0,1,IDLE,IDLE,policy,89.5,29.0,126,0,,,12,54,-42,1.8343,ctrl_us=+2.000,4.5,0,20,1586.0
