decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
31,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,41.2,93.0,9,0,72.0,103.0,6,45,-39,8.9429,score_red=+9.000,8.3,0,27,1580.0
32,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,87.2,50.8,58,0,72.0,41.0,6,39,-33,20.9714,score_red=+18.000,13.0,0,29,1593.5
33,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,42.3,90.4,15,0,72.0,103.0,6,39,-33,20.7714,score_red=+18.000,2.8,1,29,1593.6
34,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,95.7,37.8,83,0,72.0,41.0,6,45,-39,-13.1545,score_red=-18.000,15.6,0,27,1573.2
35,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,70.2,99.4,64,0,72.0,103.0,6,45,-39,-13.0829,score_red=-18.000,29.4,0,27,1573.3
36,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,96.1,42.3,63,0,72.0,41.0,6,39,-33,17.3412,score_red=+18.000,4.6,1,29,1590.0
37,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,36.0,100.3,230,0,72.0,103.0,6,39,-33,17.5971,score_red=+18.000,34.3,0,29,1590.2
38,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,50.3,36.2,188,0,72.0,41.0,6,33,-27,17.5607,score_red=+18.000,46.2,0,30,1586.8
39,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,91.0,107.7,4,1,72.0,103.0,6,33,-27,16.9889,score_red=+18.000,55.6,0,30,1587.0
40,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.3,31.7,82,0,49.0,40.0,6,30,-24,8.5419,score_red=+9.000,30.3,0,29,1582.9
41,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,91.7,104.4,26,1,72.0,103.0,6,30,-24,8.2178,score_red=+9.000,3.4,1,29,1583.1
42,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.3,31.7,82,0,23.6,25.6,6,27,-21,8.4257,score_red=+9.000,0.0,1,25,1580.5
43,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,91.4,99.6,47,1,72.0,103.0,6,27,-21,8.3987,score_red=+9.000,4.8,0,25,1580.6
44,120.0,0,DESCORE_OPP_LONG,DESCORE_OPP_LONG,policy,20.3,31.7,82,0,23.6,25.6,6,30,-24,-9.6886,score_red=-9.000,0.0,1,24,1589.8
45,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,73.0,102.9,268,1,72.0,103.0,6,30,-24,-8.5439,score_red=-9.000,18.7,0,24,1590.0
46,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,67.7,41.5,162,0,72.0,41.0,6,33,-27,-9.5209,score_red=-9.000,48.3,0,24,1584.7
47,120.0,1,SCORE_CENTER_MID,SCORE_CENTER_MID,policy,110.2,106.6,17,0,72.0,103.0,6,33,-27,-7.9367,score_red=-9.000,37.5,0,24,1584.9
48,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,47.5,42.1,128,0,72.0,41.0,6,33,-27,-0.5811,scoring_volume=-0.360,20.2,0,24,1585.4
49,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,80.6,102.1,360,0,72.0,103.0,6,33,-27,-0.5599,scoring_volume=-0.360,30.0,0,24,1585.5
50,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,47.5,42.1,128,0,72.0,41.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1581.2
51,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,96.8,101.9,307,0,72.0,103.0,6,33,-27,-0.5911,scoring_volume=-0.360,16.2,0,24,1581.4
52,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,47.5,42.1,128,0,72.0,41.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1589.4
53,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,96.8,101.9,307,0,72.0,103.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1589.6
54,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,47.5,42.1,128,0,72.0,41.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1588.2
55,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,96.8,101.9,307,0,72.0,103.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1588.4
56,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,47.5,42.1,128,0,72.0,41.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1588.5
57,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,96.8,101.9,307,0,72.0,103.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1588.8
58,120.0,0,DESCORE_CENTER,DESCORE_CENTER,policy,47.5,42.1,128,0,72.0,41.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1582.3
59,120.0,1,DESCORE_CENTER,DESCORE_CENTER,policy,96.8,101.9,307,0,72.0,103.0,6,33,-27,-0.7029,scoring_volume=-0.360,0.0,1,24,1582.4
