decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
31,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1576.9
32,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1594.2
33,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1594.4
34,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1581.9
35,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1582.1
36,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1579.4
37,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1579.5
38,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1584.4
39,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1584.5
40,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1576.7
41,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1576.8
42,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1577.6
43,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1577.7
44,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1576.7
45,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1576.9
46,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1587.4
47,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1587.6
48,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1573.8
49,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1573.9
50,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1596.6
51,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1596.8
52,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1586.3
53,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1586.5
54,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1586.1
55,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1586.2
56,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1575.5
57,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1575.6
58,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1589.5
59,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1589.6
60,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1571.0
61,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1571.1
62,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1582.4
63,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1582.5
64,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1583.2
65,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1583.4
66,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1574.6
67,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1574.7
68,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1578.6
69,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1578.7
70,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1576.1
71,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1576.2
72,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1575.3
73,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1575.4
74,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1576.3
75,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1576.4
76,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1565.9
77,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1566.0
78,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1572.0
79,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1572.1
80,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1572.2
81,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1572.3
82,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1575.0
83,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1575.1
84,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1560.6
85,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1560.8
86,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1578.8
87,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1579.0
88,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1583.1
89,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1583.2
90,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1579.9
91,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1580.0
92,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1570.2
93,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1570.3
94,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1575.1
95,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1575.4
96,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1573.3
97,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1573.5
98,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1580.1
99,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1580.2
100,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1554.5
101,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1554.6
102,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1566.8
103,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1566.9
104,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1552.7
105,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1552.9
106,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1579.9
107,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1580.1
108,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1580.7
109,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1580.8
110,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1561.6
111,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1561.7
112,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1602.1
113,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1602.2
114,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1560.8
115,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1560.9
116,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1566.2
117,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,80.0,47.7,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1566.3
118,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.0,297,1,72.0,41.0,15,54,-39,-0.0180,goal_diversity=+0.300,0.6,1,12,1551.8
119,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,83.2,44.6,162,0,36.9,63.9,15,54,-39,-0.3829,goal_diversity=+0.300,4.5,1,12,1551.9
120,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,64.0,38.6,315,1,72.0,41.0,15,54,-39,-0.0222,goal_diversity=+0.300,0.6,1,12,1562.2
