decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
,,,,,,,,,,,,,,,,,,,,
0,120.0,0,COLLECT_BLOCKS,COLLECT_BLOCKS,policy,44.0,37.7,50,3,45.2,39.2,0,0,0,-1.6400,collect_red=-1.000,28.1,0,31,922.8
1,120.0,1,COLLECT_BLOCKS,COLLECT_BLOCKS,policy,104.5,18.1,178,3,103.1,18.2,0,0,0,-1.8400,collect_red=-1.000,3.5,1,31,923.0
2,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,53.3,40.6,234,3,72.0,41.0,3,24,-21,-66.6976,score_red=-72.000,9.8,0,26,1542.8
3,120.0,1,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,120.2,35.9,270,1,120.4,36.4,3,24,-21,-66.5086,score_red=-72.000,23.8,0,26,1542.9
4,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,52.3,44.8,225,2,72.0,41.0,6,45,-39,-60.7734,score_red=-63.000,4.3,0,23,1543.8
5,120.0,1,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,115.5,33.5,205,1,,,6,45,-39,-62.0600,score_red=-63.000,5.3,1,23,1543.9
6,120.0,0,SCORE_MID_LEFT,SCORE_MID_LEFT,policy,23.9,32.0,34,1,72.0,41.0,12,48,-36,4.9341,score_blue=+12.000,31.1,0,22,1563.2
7,120.0,1,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,81.2,35.8,173,0,120.4,36.4,12,48,-36,1.8657,score_blue=+12.000,34.4,0,22,1563.3
8,120.0,0,SCORE_LEFT_LONG_GOAL_ALLIANCE,SCORE_MID_LEFT,committed,52.2,39.0,164,1,72.0,41.0,12,48,-36,-1.1717,ctrl_opp=-1.500,29.2,0,22,1559.0
9,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,84.2,34.6,173,0,80.0,35.8,12,48,-36,-1.2343,ctrl_opp=-1.500,3.2,0,22,1559.1
10,120.0,0,SCORE_MID_LEFT,SCORE_LEFT_LONG_GOAL_ALLIANCE,committed,48.9,45.7,115,1,49.0,40.0,12,48,-36,-1.3262,ctrl_opp=-1.500,7.5,0,21,1569.9
11,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,81.5,34.8,178,0,80.0,34.6,12,48,-36,-1.4343,ctrl_opp=-1.500,2.7,1,21,1570.0
