decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
47,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,935.9
48,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,937.8
49,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,937.9
50,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,939.0
51,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,939.1
52,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,944.2
53,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,944.3
54,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,948.5
55,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,948.6
56,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,938.4
57,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,938.6
58,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,948.0
59,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,948.1
60,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,942.9
61,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,943.0
62,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,940.6
63,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,940.7
64,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,937.7
65,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,937.9
66,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,953.6
67,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,953.7
68,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,943.0
69,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,943.1
70,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,965.6
71,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,965.7
72,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,981.3
73,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,981.4
74,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,983.0
75,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,983.2
76,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,950.0
77,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,950.1
78,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,941.0
79,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,941.1
80,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,932.9
81,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,933.0
82,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,943.4
83,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,943.5
84,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,944.0
85,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,944.1
86,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,936.8
87,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,937.0
88,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,927.1
89,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,927.3
90,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,919.6
91,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,919.7
92,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,920.6
93,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,920.8
94,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,926.5
95,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,926.6
96,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,922.6
97,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,922.7
98,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,919.2
99,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,919.3
100,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,920.9
101,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,921.0
102,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,924.4
103,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,924.5
104,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,941.0
105,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,941.2
106,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,931.6
107,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,931.8
108,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,934.0
109,120.0,1,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,27,63,-36,4.3143,ctrl_us=+4.000,0.0,0,13,934.2
110,120.0,0,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,DESCORE_LEFT_LONG_GOAL_OPPONENT_FIELD,policy,39.4,64.0,90,0,39.5,101.2,27,63,-36,4.1143,ctrl_us=+4.000,0.0,1,13,929.9
