decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
46,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1568.3
47,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1568.5
48,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1570.3
49,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1570.5
50,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1559.1
51,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1559.2
52,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1561.3
53,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1561.4
54,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,37.8,299,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,2.3,1,13,1044.1
55,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1044.2
56,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,37.8,318,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,0.1,1,13,1019.3
57,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1019.5
58,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,38.0,317,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,0.2,1,13,1021.0
59,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1021.1
60,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,38.0,317,3,95.0,40.0,0,78,-78,-2.3429,ctrl_opp=-3.000,0.0,0,13,1041.5
61,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1041.6
62,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,37.5,308,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,0.4,1,13,1037.1
63,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1037.2
64,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.6,41.1,144,3,95.0,40.0,0,78,-78,-2.4178,ctrl_opp=-3.000,16.8,0,13,1593.3
65,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1593.4
66,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4079,ctrl_opp=-3.000,16.4,0,13,1573.8
67,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1573.9
68,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1567.5
69,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1567.6
70,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1570.5
71,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1570.6
72,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1561.0
73,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1561.1
74,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1567.6
75,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1567.7
76,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1564.8
77,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1564.9
78,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1580.0
79,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1580.1
